time,v150,v200,fried,eps,year,month,hour
2017-01-01 00:00:00,1.8991330222465934,1.8991330222465934,0.12154769768412584,0.8111469359947345,2017,1,0
2017-01-01 06:00:00,5.772163464688959,5.772163464688959,0.1212954638544523,0.8128337154635809,2017,1,6
2017-01-01 12:00:00,9.283146700639582,9.283146700639582,0.11842922027438944,0.8325060515070698,2017,1,12
2017-01-01 18:00:00,11.173173313548508,11.173173313548508,0.11269065226495033,0.8748999191333805,2017,1,18
2017-01-04 00:00:00,14.56948519549336,14.56948519549336,0.1240432762217088,0.7948277855663264,2017,1,0
2017-01-04 06:00:00,15.641857705915406,15.641857705915406,0.11788813729736103,0.8363270878137796,2017,1,6
2017-01-04 12:00:00,14.55275475630257,14.55275475630257,0.12104455179876637,0.8145186304427935,2017,1,12
2017-01-04 18:00:00,15.897813003463341,15.897813003463341,0.12202561144560309,0.8079700760003488,2017,1,18
2017-01-07 00:00:00,11.918912769387322,11.918912769387322,0.11981682105128369,0.8228647838310901,2017,1,0
2017-01-07 06:00:00,11.705639404983275,11.705639404983275,0.12789153216191956,0.7709114191302932,2017,1,6
2017-01-07 12:00:00,12.15904818440498,12.15904818440498,0.1268389642016186,0.7773087960334729,2017,1,12
2017-01-07 18:00:00,9.426647629791974,9.426647629791974,0.12716841996916084,0.7752950188230883,2017,1,18
2017-01-10 00:00:00,19.736103573871922,19.736103573871922,0.12195255609598994,0.8084540882938893,2017,1,0
2017-01-10 06:00:00,20.58664462998209,20.58664462998209,0.11602222551602999,0.8497772053171918,2017,1,6
2017-01-10 12:00:00,19.23796637734368,19.23796637734368,0.12115464153995907,0.8137785007698208,2017,1,12
2017-01-10 18:00:00,16.745113711003302,16.745113711003302,0.13771869451771043,0.715901663887861,2017,1,18
2017-01-13 00:00:00,16.086045114312356,16.086045114312356,0.11976946345770333,0.8231901497038197,2017,1,0
2017-01-13 06:00:00,22.078777661997634,22.078777661997634,0.12052261412084192,0.8180460013490805,2017,1,6
2017-01-13 12:00:00,19.466428282598383,19.466428282598383,0.12365631785141348,0.7973150443648436,2017,1,12
2017-01-13 18:00:00,18.860201112495975,18.860201112495975,0.12356432752581632,0.797908624016862,2017,1,18
2017-01-16 00:00:00,19.510660284475904,19.510660284475904,0.12623805783362085,0.7810088672596384,2017,1,0
2017-01-16 06:00:00,15.472618430447087,15.472618430447087,0.1256274938729632,0.7848046595070344,2017,1,6
2017-01-16 12:00:00,23.503154332869958,23.503154332869958,0.12653670196847783,0.7791655782071351,2017,1,12
2017-01-16 18:00:00,18.743785423517934,18.743785423517934,0.12145258613174365,0.8117821587326747,2017,1,18
2017-01-19 00:00:00,16.656853461575807,16.656853461575807,0.132176360245279,0.7459203928049942,2017,1,0
2017-01-19 06:00:00,16.033340088167087,16.033340088167087,0.12782110839716637,0.7713361571497579,2017,1,6
2017-01-19 12:00:00,12.84581338002262,12.84581338002262,0.12792279794312184,0.7707229996449128,2017,1,12
2017-01-19 18:00:00,14.087586350127376,14.087586350127376,0.12808604156866488,0.7697407254235333,2017,1,18
2017-01-22 00:00:00,8.993797693525233,8.993797693525233,0.1299428532103226,0.7587415553675159,2017,1,0
2017-01-22 06:00:00,7.164428080959095,7.164428080959095,0.1264952416693505,0.7794209588642718,2017,1,6
2017-01-22 12:00:00,4.303881389998387,4.303881389998387,0.12612527317372402,0.7817072666942144,2017,1,12
2017-01-22 18:00:00,0.7552767659032402,0.7552767659032402,0.11872293995849874,0.8304464376316618,2017,1,18
2017-01-25 00:00:00,14.062354389917326,14.062354389917326,0.12310199487986682,0.8009053196084129,2017,1,0
2017-01-25 06:00:00,12.632456826859938,12.632456826859938,0.12296892756344617,0.801771996448644,2017,1,6
2017-01-25 12:00:00,13.344465490501177,13.344465490501177,0.12365323813814622,0.7973349023302095,2017,1,12
2017-01-25 18:00:00,12.592868430773148,12.592868430773148,0.1208601577359295,0.8157613261527545,2017,1,18
2017-01-28 00:00:00,13.779825350438816,13.779825350438816,0.12297866781947114,0.8017084938537833,2017,1,0
2017-01-28 06:00:00,14.124788764631147,14.124788764631147,0.12358570846210232,0.7977705818948038,2017,1,6
2017-01-28 12:00:00,17.107313860614262,17.107313860614262,0.12485466578923472,0.7896624601929284,2017,1,12
2017-01-28 18:00:00,14.532661050180515,14.532661050180515,0.12632489334463495,0.7804720031285917,2017,1,18
2017-02-01 00:00:00,8.846395212578283,8.846395212578283,0.12172255479352607,0.8099817056989401,2017,2,0
2017-02-01 06:00:00,8.158672927353042,8.158672927353042,0.12083612004875646,0.8159236039183599,2017,2,6
2017-02-01 12:00:00,4.839252368000786,4.839252368000786,0.12110420532208324,0.8141174147625954,2017,2,12
2017-02-01 18:00:00,4.029592029782571,4.029592029782571,0.12269085422864623,0.8035891768261333,2017,2,18
2017-02-04 00:00:00,16.083503464787253,16.083503464787253,0.11873467872163315,0.8303643351310939,2017,2,0
2017-02-04 06:00:00,15.732912526117175,15.732912526117175,0.11850316842557386,0.8319865524575785,2017,2,6
2017-02-04 12:00:00,13.633135861704506,13.633135861704506,0.11960329890242395,0.8243338056597267,2017,2,12
2017-02-04 18:00:00,10.776914473442393,10.776914473442393,0.12051744901458546,0.8180810609570807,2017,2,18
2017-02-07 00:00:00,9.793202146491307,9.793202146491307,0.11962769877962533,0.8241656703212036,2017,2,0
2017-02-07 06:00:00,17.05017869238895,17.05017869238895,0.12220531551052491,0.8067819484104326,2017,2,6
2017-02-07 12:00:00,22.432112038823487,22.432112038823487,0.11771860812431495,0.8375315009635117,2017,2,12
