p,t,u,v,speed,rh,time,h,report_id
-45.9,295.15,-2.106260012815232,0.7014761281865403,2.22,0,19S7-21-47 12:00:00+00,11.7956,19S72147
-46.3,295.54999999999995,-2.174936131312433,0.7167655298015568,2.29,0,19S7-21-47 12:00:00+00,11.8396,19S72147
-47.3,297.15,-2.532992175872705,-0.370878196942958,2.56,0,19S7-21-47 12:00:00+00,11.9259,19S72147
-49.1,302.04999999999995,-4.921260524064245,-1.9943156355719902,5.31,0,19S7-21-47 12:00:00+00,12.1456,19S72147
-49.4,299.95,-5.7954514591735835,-2.0579704527428913,6.15,0,19S7-21-47 12:00:00+00,12.2098,19S72147
-49.6,298.04999999999995,-6.220015146843221,-2.1465813688376474,6.58,0,19S7-21-47 12:00:00+00,12.2373,19S72147
-50.0,295.54999999999995,-6.852474166829927,-2.274202671911301,7.22,0,19S7-21-47 12:00:00+00,12.2835,19S72147
-50.0,295.15,-6.867274513658709,-2.3244441817461543,7.25,0,19S7-21-47 12:00:00+00,12.2881,19S72147
-50.0,294.65,-6.858071233700626,-2.412417657348737,7.27,0,19S7-21-47 12:00:00+00,12.292700000000002,19S72147
-50.3,292.84999999999997,-7.002298286595963,-2.330712059765265,7.38,0,19S7-21-47 12:00:00+00,12.3286,19S72147
-50.9,291.75,-7.0438326297047515,-2.202004061010481,7.38,0,19S7-21-47 12:00:00+00,12.400500000000001,19S72147
-51.7,294.75,-7.011588502026394,-2.2376833284116096,7.36,0,19S7-21-47 12:00:00+00,12.4762,19S72147
-51.9,296.04999999999995,-7.055298647251263,-2.19883173482977,7.39,0,19S7-21-47 12:00:00+00,12.4982,19S72147
-51.9,296.04999999999995,-7.120707094681717,-2.121421804297642,7.43,0,19S7-21-47 12:00:00+00,12.502600000000001,19S72147
-54.9,311.04999999999995,-7.074028675752418,-3.6277566476587837,7.95,0,19S7-21-47 12:00:00+00,12.8325,19S72147
-55.2,312.15,-7.226409517128567,-3.725037649575328,8.13,0,19S7-21-47 12:00:00+00,12.856700000000002,19S72147
-55.2,312.45,-7.218170176639493,-3.719196055745404,8.12,0,19S7-21-47 12:00:00+00,12.8615,19S72147
-55.6,313.84999999999997,-7.461121891161251,-3.6132755396225105,8.29,0,19S7-21-47 12:00:00+00,12.895299999999999,19S72147
-58.6,308.75,-8.384826804346673,-3.0137649976581726,8.91,0,19S7-21-47 12:00:00+00,13.257700000000002,19S72147
-59.8,306.15,-8.957389549924047,-2.9797269087806475,9.44,0,19S7-21-47 12:00:00+00,13.3803,19S72147
-60.0,305.45,-9.168191466788992,-2.846799119765481,9.6,0,19S7-21-47 12:00:00+00,13.4075,19S72147
-61.0,304.45,-9.881656824734717,-2.5684544765624726,10.21,0,19S7-21-47 12:00:00+00,13.5044,19S72147
-61.8,303.84999999999997,-10.090231789846449,-2.435492235087627,10.38,0,19S7-21-47 12:00:00+00,13.600100000000001,19S72147
-62.1,304.25,-10.215143949601016,-2.0560238541733273,10.42,0,19S7-21-47 12:00:00+00,13.6348,19S72147
-62.8,303.45,-10.121857693616057,-2.1127226107999686,10.34,0,19S7-21-47 12:00:00+00,13.7011,19S72147
-64.1,303.15,-11.167249072066646,-2.241572698447822,11.39,0,19S7-21-47 12:00:00+00,13.8526,19S72147
-65.5,303.04999999999995,-12.027587154414153,-3.5125556569215575,12.53,0,19S7-21-47 12:00:00+00,13.9839,19S72147
-66.0,303.54999999999995,-12.308270584765518,-3.961234051680851,12.93,0,19S7-21-47 12:00:00+00,14.0479,19S72147
-67.1,305.04999999999995,-12.468780357924018,-4.57033000841823,13.28,0,19S7-21-47 12:00:00+00,14.167700000000002,19S72147
-67.1,305.15,-12.51918376959623,-4.519528486809034,13.31,0,19S7-21-47 12:00:00+00,14.172600000000001,19S72147
-67.1,305.25,-12.44041711433214,-4.589512176847557,13.26,0,19S7-21-47 12:00:00+00,14.1775,19S72147
-67.3,305.25,-12.348536176939255,-4.720387090782118,13.22,0,19S7-21-47 12:00:00+00,14.1921,19S72147
-68.0,305.95,-12.419393540089594,-4.814671753752363,13.32,0,19S7-21-47 12:00:00+00,14.283100000000001,19S72147
-68.1,305.95,-12.550910648272092,-4.722577887032696,13.41,0,19S7-21-47 12:00:00+00,14.2974,19S72147
-68.3,306.04999999999995,-12.61415600753174,-4.638606279654578,13.44,0,19S7-21-47 12:00:00+00,14.326,19S72147
-69.1,306.65,-12.579093251563247,-4.380503734557929,13.32,0,19S7-21-47 12:00:00+00,14.4049,19S72147
-69.2,306.84999999999997,-12.644715065513983,-4.2505036068639805,13.34,0,19S7-21-47 12:00:00+00,14.418600000000001,19S72147
-69.5,306.65,-13.329242814217444,-3.165641483117224,13.7,0,19S7-21-47 12:00:00+00,14.4907,19S72147
-69.7,306.75,-13.500655140531759,-2.9066150031322335,13.81,0,19S7-21-47 12:00:00+00,14.5253,19S72147
-70.6,307.04999999999995,-13.889877571663662,-0.9152600964724511,13.92,0,19S7-21-47 12:00:00+00,14.654200000000001,19S72147
-71.0,307.25,-13.808969355010843,-0.16871678153476294,13.81,0,19S7-21-47 12:00:00+00,14.7051,19S72147
-72.0,307.25,-13.388975584660024,1.279778415733669,13.45,0,19S7-21-47 12:00:00+00,14.8085,19S72147
-72.2,307.25,-13.332731102112453,1.6134377455493105,13.43,0,19S7-21-47 12:00:00+00,14.8369,19S72147
-72.6,307.34999999999997,-13.63653093464013,2.744653724716983,13.91,0,19S7-21-47 12:00:00+00,14.890799999999999,19S72147
-73.6,307.65,-14.003409458009038,4.94237023616635,14.85,0,19S7-21-47 12:00:00+00,15.0172,19S72147
-73.7,307.65,-13.91606319290201,5.125630225753502,14.83,0,19S7-21-47 12:00:00+00,15.0287,19S72147
-74.7,307.84999999999997,-13.86677434277547,5.926125996512729,15.08,0,19S7-21-47 12:00:00+00,15.164,19S72147
-75.0,307.84999999999997,-14.122083455322713,6.364499892442494,15.49,0,19S7-21-47 12:00:00+00,15.199700000000002,19S72147
-75.5,307.84999999999997,-14.09525984598001,6.302162317356129,15.44,0,19S7-21-47 12:00:00+00,15.246200000000002,19S72147
-78.4,307.54999999999995,-18.814994058251127,6.135152694756244,19.79,0,19S7-21-47 12:00:00+00,15.5893,19S72147
-78.8,307.34999999999997,-19.185617940791968,5.719481115447568,20.02,0,19S7-21-47 12:00:00+00,15.6334,19S72147
-78.9,307.45,-19.209361634219498,5.744817282192358,20.05,440,19S7-21-47 12:00:00+00,15.6389,19S72147
-79.3,307.75,-19.729033881180854,5.642306453500905,20.52,0,19S7-21-47 12:00:00+00,15.7038,19S72147
-79.7,307.75,-21.876004989057396,4.062376855824187,22.25,0,19S7-21-47 12:00:00+00,15.8657,19S72147
-79.9,307.84999999999997,-23.748013898105434,3.4686936871668532,24.0,0,19S7-21-47 12:00:00+00,15.9134,19S72147
-80.4,308.45,-25.036513649746038,2.865830467086355,25.2,0,19S7-21-47 12:00:00+00,15.9914,19S72147
-80.5,308.65,-25.32907520490426,2.675602598351286,25.47,0,19S7-21-47 12:00:00+00,16.006,19S72147
-80.7,308.84999999999997,-25.654123460170137,3.0091276959192124,25.83,0,19S7-21-47 12:00:00+00,16.0254,19S72147
-80.9,308.95,-26.065152005040066,2.8453911777040095,26.22,0,19S7-21-47 12:00:00+00,16.058600000000002,19S72147
-81.2,309.15,-26.807240921307844,2.7702588664163006,26.95,0,19S7-21-47 12:00:00+00,16.106,19S72147
-81.2,309.04999999999995,-27.193699797446403,2.8245869302189277,27.34,0,19S7-21-47 12:00:00+00,16.1154,19S72147
-81.3,308.75,-27.434039616223828,2.631932813629848,27.56,0,19S7-21-47 12:00:00+00,16.1344,19S72147
-81.3,308.34999999999997,-27.9224829270323,2.4527224036954824,28.03,0,19S7-21-47 12:00:00+00,16.1813,19S72147
-81.8,309.04999999999995,-29.604933242937978,2.4964029484812365,29.71,0,19S7-21-47 12:00:00+00,16.2958,19S72147
-82.2,308.75,-30.388201190996547,1.390549666684441,30.42,0,19S7-21-47 12:00:00+00,16.374200000000002,19S72147
-83.3,308.75,-31.33064468974228,0.765704463304149,31.34,0,19S7-21-47 12:00:00+00,16.5118,19S72147
-83.3,,-31.283251478844917,0.6498283706850584,31.29,221,19S7-21-47 12:00:00+00,16.5299,19S72147
-83.5,308.25,-31.85953367055432,0.17237834787328274,31.86,0,19S7-21-47 12:00:00+00,16.6525,19S72147
-83.4,308.25,-32.22999558198135,-0.016875587766444367,32.23,0,19S7-21-47 12:00:00+00,16.687099999999997,19S72147
-83.5,308.34999999999997,-34.69793071823766,-1.70915296927443,34.74,0,19S7-21-47 12:00:00+00,16.8553,19S72147
-84.1,307.95,-35.17731241080148,-2.8179410130221534,35.29,0,19S7-21-47 12:00:00+00,16.937099999999997,19S72147
-84.2,307.95,-35.163876308849105,-2.86010540644234,35.28,0,19S7-21-47 12:00:00+00,16.9462,19S72147
-84.3,308.25,-34.934982990992374,-2.958135125222221,35.06,0,19S7-21-47 12:00:00+00,16.969,19S72147
-84.9,308.54999999999995,-34.13881588771461,-3.5218815688101603,34.32,8000,19S7-21-47 12:00:00+00,17.1052,19S72147
-84.9,308.34999999999997,-33.89516677968549,-3.5445830470317885,34.08,0,19S7-21-47 12:00:00+00,17.1188,19S72147
-84.9,308.04999999999995,-33.73294298592308,-3.5573807089575413,33.92,0,19S7-21-47 12:00:00+00,17.1417,19S72147
-85.4,307.75,-33.17812788883274,-2.9610690286211625,33.31,0,19S7-21-47 12:00:00+00,17.2201,19S72147
-85.4,307.84999999999997,-33.0897323756455,-3.3611324443047947,33.26,0,19S7-21-47 12:00:00+00,17.224700000000002,19S72147
-85.7,307.84999999999997,-31.624216414342328,-2.9336898573027983,31.76,0,19S7-21-47 12:00:00+00,17.316200000000002,19S72147
-85.7,307.75,-31.59717877842989,-1.9934626266724815,31.66,0,19S7-21-47 12:00:00+00,17.3346,19S72147
-85.8,307.65,-30.063979864375145,-2.863060375620085,30.2,0,19S7-21-47 12:00:00+00,17.412599999999998,19S72147
-86.0,307.25,-28.44825708681246,-3.130665859306078,28.62,0,19S7-21-47 12:00:00+00,17.461000000000002,19S72147
-86.1,307.75,-27.712919890201892,-2.8589633014875018,27.86,0,19S7-21-47 12:00:00+00,17.4947,19S72147
-85.6,307.84999999999997,-25.834751921552037,-2.6469781169974476,25.97,0,19S7-21-47 12:00:00+00,17.5808,19S72147
-84.9,307.54999999999995,-23.33842996373405,-3.7006197896947715,23.63,0,19S7-21-47 12:00:00+00,17.649,19S72147
-84.5,307.65,-23.103410568134375,-3.4528278439877025,23.36,0,19S7-21-47 12:00:00+00,17.6655,19S72147
-84.1,307.65,-22.482536560061316,-3.412206005725076,22.74,0,19S7-21-47 12:00:00+00,17.6737,19S72147
-81.8,307.34999999999997,-20.85780016904321,-3.120940901116385,21.09,0,19S7-21-47 12:00:00+00,17.718700000000002,19S72147
-80.2,307.75,-19.18426782299998,-2.3691281297995266,19.33,0,19S7-21-47 12:00:00+00,17.7817,19S72147
-79.1,308.15,-14.991909162570535,-1.0693734900555674,15.03,0,19S7-21-47 12:00:00+00,17.8678,19S72147
-78.0,310.25,-13.96698699774572,-0.29012791110483294,13.97,0,19S7-21-47 12:00:00+00,17.907700000000002,19S72147
-76.3,308.65,-9.358922385384728,3.4656848939776164,9.98,0,19S7-21-47 12:00:00+00,18.044400000000003,19S72147
-76.0,308.45,-8.363752062605554,4.355749239253945,9.43,0,19S7-21-47 12:00:00+00,18.0803,19S72147
-73.9,306.65,-4.469805986932206,7.707719146361329,8.91,0,19S7-21-47 12:00:00+00,18.451900000000002,19S72147
-73.8,306.25,-4.2411496291299065,7.354777346958319,8.49,0,19S7-21-47 12:00:00+00,18.4776,19S72147
-72.5,305.45,-4.01800570672395,4.589730944263919,6.1,0,19S7-21-47 12:00:00+00,18.5687,19S72147
-71.7,303.84999999999997,-1.5292914577088597,-2.040531214507318,2.55,0,19S7-21-47 12:00:00+00,18.7608,19S72147
-71.9,303.75,-0.7342993665946329,-2.4837279320043733,2.59,0,19S7-21-47 12:00:00+00,18.787599999999998,19S72147
-72.0,303.45,-0.7648311278733162,-3.024803025956572,3.12,0,19S7-21-47 12:00:00+00,18.8035,19S72147
-72.2,303.34999999999997,1.4723139447644884,-4.273487059539554,4.52,0,19S7-21-47 12:00:00+00,18.8752,19S72147
-71.7,302.15,3.1628458854701433,-4.729958340700749,5.69,0,19S7-21-47 12:00:00+00,18.9546,19S72147
-71.8,302.04999999999995,3.465440427496689,-4.812028952892071,5.93,0,19S7-21-47 12:00:00+00,18.9696,19S72147
-72.0,301.75,4.600369404384741,-4.274927057062001,6.28,0,19S7-21-47 12:00:00+00,18.999599999999997,19S72147
-72.7,300.15,8.659816829579118,-2.1800166233628286,8.93,0,19S7-21-47 12:00:00+00,19.1515,19S72147
-72.8,299.95,8.951160591725133,-2.036939876664738,9.18,0,19S7-21-47 12:00:00+00,19.1674,19S72147
-71.6,297.84999999999997,10.859243420949454,3.4364127116174505,11.39,0,19S7-21-47 12:00:00+00,19.423000000000002,19S72147
-71.7,297.25,9.322420222349264,4.426610576720467,10.32,0,19S7-21-47 12:00:00+00,19.5016,19S72147
-71.7,297.25,9.03969898205513,4.45984779043315,10.08,0,19S7-21-47 12:00:00+00,19.513099999999998,19S72147
-71.7,296.84999999999997,8.550314544655603,4.298490570822604,9.57,0,19S7-21-47 12:00:00+00,19.5365,19S72147
-71.6,296.04999999999995,7.1866522554099594,3.843764997994928,8.15,440,19S7-21-47 12:00:00+00,19.6241,19S72147
-71.7,295.45,5.769768460654685,3.6362304534276255,6.82,0,19S7-21-47 12:00:00+00,19.6768,19S72147
-71.8,295.15,5.166910955578116,3.462864591220229,6.22,0,19S7-21-47 12:00:00+00,19.693900000000003,19S72147
-72.6,294.75,2.7316534963508676,1.6667540838030312,3.2,0,19S7-21-47 12:00:00+00,19.814700000000002,19S72147
-72.6,294.75,2.6409886634258863,1.67990442575045,3.13,0,19S7-21-47 12:00:00+00,19.8201,19S72147
-72.6,294.34999999999997,2.397192682186924,1.8857272455128447,3.05,0,19S7-21-47 12:00:00+00,19.8573,19S72147
-72.6,294.34999999999997,2.403201413576762,1.974011896059052,3.11,0,19S7-21-47 12:00:00+00,19.8627,19S72147
-72.5,294.25,2.395132981160429,2.0305019090258343,3.14,0,19S7-21-47 12:00:00+00,19.8732,19S72147
-72.4,293.95,2.21805030432937,1.8837072085290725,2.91,0,19S7-21-47 12:00:00+00,19.899700000000003,19S72147
-72.4,293.25,2.2536603751735984,1.995273142547755,3.01,0,19S7-21-47 12:00:00+00,19.9958,19S72147
-72.4,292.34999999999997,2.962791451851363,2.0799679836085203,3.62,0,19S7-21-47 12:00:00+00,20.115099999999998,19S72147
-72.3,292.25,3.067740826375013,2.086400302480795,3.71,0,19S7-21-47 12:00:00+00,20.148200000000003,19S72147
-71.6,291.65,3.830879667233777,1.9309223120505978,4.29,0,19S7-21-47 12:00:00+00,20.2213,19S72147
-71.6,291.45,4.189687909631463,1.6961471692892507,4.52,0,19S7-21-47 12:00:00+00,20.238200000000003,19S72147
-71.6,291.15,4.269309654389067,2.059270520096936,4.74,0,19S7-21-47 12:00:00+00,20.2945,19S72147
-71.7,291.15,5.6684674100648476,1.1800750912686515,5.79,0,19S7-21-47 12:00:00+00,20.3871,19S72147
-71.5,290.65,6.152274403347502,0.9810299006223743,6.23,0,19S7-21-47 12:00:00+00,20.4448,19S72147
-71.3,290.15,5.722054462700835,1.9023650348672476,6.03,0,19S7-21-47 12:00:00+00,20.496,19S72147
-71.3,289.95,5.7872688358306235,1.9904570886667365,6.12,0,19S7-21-47 12:00:00+00,20.5408,19S72147
-70.5,289.25,5.489420447469104,3.050354594290326,6.28,0,19S7-21-47 12:00:00+00,20.627299999999998,19S72147
-70.0,289.04999999999995,4.726595853711365,3.8084369018901354,6.07,0,19S7-21-47 12:00:00+00,20.6948,19S72147
-69.6,288.75,4.3647816369683525,4.570676236792962,6.32,0,19S7-21-47 12:00:00+00,20.735400000000002,19S72147
-69.2,288.34999999999997,4.81495263775399,4.744874191818567,6.76,0,19S7-21-47 12:00:00+00,20.785700000000002,19S72147
-69.0,287.75,3.478559358140225,5.4434570625563925,6.46,0,19S7-21-47 12:00:00+00,20.8893,19S72147
-67.6,,0.9779593727027218,6.0514870457882415,6.13,221,19S7-21-47 12:00:00+00,21.0473,19S72147
-66.3,285.95,-0.28830348609064965,6.373482650788969,6.38,0,19S7-21-47 12:00:00+00,21.154799999999998,19S72147
-65.7,284.65,1.9863261938332355,5.481186755775794,5.83,0,19S7-21-47 12:00:00+00,21.344,19S72147
-65.6,284.45,1.9090260931848642,5.5191683590500595,5.84,0,19S7-21-47 12:00:00+00,21.3675,19S72147
-65.1,284.45,1.8794509731432771,5.243335201906397,5.57,0,19S7-21-47 12:00:00+00,21.4101,19S72147
-64.3,283.75,2.428023512235173,4.347999749773818,4.98,0,19S7-21-47 12:00:00+00,21.5068,19S72147
-64.3,283.75,2.4501014574284135,4.392937837974397,5.03,0,19S7-21-47 12:00:00+00,21.5134,19S72147
-64.4,283.54999999999995,2.572514093799463,3.606531746318494,4.43,0,19S7-21-47 12:00:00+00,21.546200000000002,19S72147
-64.5,,2.447581273142624,3.7761549109327506,4.5,661,19S7-21-47 12:00:00+00,21.5592,19S72147
-64.6,,2.344931982396738,3.6638496145356325,4.35,8000,19S7-21-47 12:00:00+00,21.5849,19S72147
-64.6,282.75,1.9110279547585334,4.051959051635569,4.48,0,19S7-21-47 12:00:00+00,21.616400000000002,19S72147
-64.6,282.34999999999997,1.6997422458426517,3.5877257835149248,3.97,0,19S7-21-47 12:00:00+00,21.6617,19S72147
-64.7,282.15,0.9324324046049823,2.5870967919354255,2.75,0,19S7-21-47 12:00:00+00,21.745900000000002,19S72147
-64.9,281.54999999999995,1.571503884104125,1.9827444470343747,2.53,0,19S7-21-47 12:00:00+00,21.833900000000003,19S72147
-64.9,281.45,1.6714188347048364,2.1711653734789356,2.74,0,19S7-21-47 12:00:00+00,21.8401,19S72147
-64.8,281.34999999999997,1.4146195619876787,2.381543930907383,2.77,0,19S7-21-47 12:00:00+00,21.8522,19S72147
-64.4,281.15,1.5248187314897086,2.710540137333907,3.11,0,19S7-21-47 12:00:00+00,21.8762,19S72147
-62.9,280.04999999999995,0.5769693143345438,4.018794148785967,4.06,0,19S7-21-47 12:00:00+00,22.019900000000003,19S72147
-62.7,279.75,0.4521061169222946,4.537532375536448,4.56,0,19S7-21-47 12:00:00+00,22.0383,19S72147
-61.9,279.65,-0.443634419785742,5.060591714570675,5.08,0,19S7-21-47 12:00:00+00,22.1601,19S72147
-61.9,279.04999999999995,-1.0649871046958077,4.94665568508984,5.06,0,19S7-21-47 12:00:00+00,22.2193,19S72147
-61.9,279.04999999999995,-1.098663903540088,4.785502860416871,4.91,0,19S7-21-47 12:00:00+00,22.225900000000003,19S72147
-61.9,277.75,-0.49743945557996216,5.166106269525659,5.19,0,19S7-21-47 12:00:00+00,22.3912,19S72147
-61.6,276.04999999999995,-1.71757090414699,5.151198907946352,5.43,0,19S7-21-47 12:00:00+00,22.7422,19S72147
-59.7,274.54999999999995,-2.2102878393871834,2.9172294505330116,3.66,0,19S7-21-47 12:00:00+00,23.0944,19S72147
-57.8,273.84999999999997,2.156390223535166,3.055745605223373,3.74,0,19S7-21-47 12:00:00+00,23.3205,19S72147
-57.0,273.54999999999995,2.1713005285453644,3.020571802612648,3.72,0,19S7-21-47 12:00:00+00,23.3654,19S72147
-56.4,274.15,3.489550099485277,0.05603662358045038,3.49,0,19S7-21-47 12:00:00+00,23.5893,19S72147
-56.4,274.15,3.6059029140986483,-0.17194235689577625,3.61,0,19S7-21-47 12:00:00+00,23.6018,19S72147
-56.6,274.15,5.00977660226284,-3.135321099252801,5.91,0,19S7-21-47 12:00:00+00,23.7767,19S72147
-56.7,274.15,4.70350150713606,-3.237464065031271,5.71,8000,19S7-21-47 12:00:00+00,23.789,19S72147
-56.9,274.15,4.3782005458774105,-4.418117243813109,6.22,0,19S7-21-47 12:00:00+00,23.8571,19S72147
-57.0,274.15,3.9130709559694803,-4.640342195738166,6.07,0,19S7-21-47 12:00:00+00,23.926099999999998,19S72147
-57.0,274.15,4.764242841060423,-4.837984099953668,6.79,0,19S7-21-47 12:00:00+00,24.005599999999998,19S72147
-57.0,274.15,4.629665105680979,-4.745850925728697,6.63,0,19S7-21-47 12:00:00+00,24.017400000000002,19S72147
-57.0,274.15,4.989070179261248,-4.531752282109664,6.74,440,19S7-21-47 12:00:00+00,24.0291,19S72147
-56.4,274.15,9.25606687343293,-0.2698629921600207,9.26,0,19S7-21-47 12:00:00+00,24.2265,19S72147
-56.2,274.15,9.3908909723649,0.8579433228106712,9.43,0,19S7-21-47 12:00:00+00,24.2638,19S72147
-56.0,274.15,9.277086149240237,1.7462166473765295,9.44,0,19S7-21-47 12:00:00+00,24.2885,19S72147
-55.5,274.15,8.755208746955189,3.6354806831063438,9.48,0,19S7-21-47 12:00:00+00,24.367900000000002,19S72147
-56.4,274.15,5.2477588578045,6.9766701921715075,8.73,0,19S7-21-47 12:00:00+00,24.5506,19S72147
-56.4,274.15,5.306727265232573,6.856204907413227,8.67,0,19S7-21-47 12:00:00+00,24.556900000000002,19S72147
-56.5,274.15,5.215903073841396,7.08761984902491,8.8,0,19S7-21-47 12:00:00+00,24.5695,19S72147
-56.6,274.15,5.2224880770250035,7.206637099600041,8.9,0,19S7-21-47 12:00:00+00,24.6266,19S72147
-56.6,274.15,0.029052626681721472,5.739926475564203,5.74,0,19S7-21-47 12:00:00+00,25.0283,19S72147
-56.6,274.15,-0.29795569488002643,5.762301832070978,5.77,0,19S7-21-47 12:00:00+00,25.0404,19S72147
-56.6,274.15,-0.5989991724624617,5.980075249642708,6.01,0,19S7-21-47 12:00:00+00,25.058200000000003,19S72147
-56.1,274.15,-2.4537042744211157,6.395454271096584,6.85,0,19S7-21-47 12:00:00+00,25.142599999999998,19S72147
-56.8,274.15,-7.426806249385522,-0.21782776243665827,7.43,8000,19S7-21-47 12:00:00+00,25.2053,19S72147
-55.3,274.15,-3.896459983732961,6.641355252895883,7.7,0,19S7-21-47 12:00:00+00,25.2563,19S72147
-55.2,274.15,-3.946824526683124,6.866511206979315,7.92,0,19S7-21-47 12:00:00+00,25.3131,19S72147
-55.3,274.15,-4.1366563923202175,6.553668735286846,7.75,0,19S7-21-47 12:00:00+00,25.434700000000003,19S72147
-55.3,274.15,-4.54858230766884,6.53238080567583,7.96,0,19S7-21-47 12:00:00+00,25.4725,19S72147
-54.8,274.15,-4.701152345905156,6.472956559454918,8.0,0,19S7-21-47 12:00:00+00,25.509400000000003,19S72147
-54.0,274.15,-6.924192867834084,5.639189048882436,8.93,0,19S7-21-47 12:00:00+00,25.5882,19S72147
-54.2,274.15,-8.424789179991329,5.256217962822796,9.93,0,19S7-21-47 12:00:00+00,25.662599999999998,19S72147
-53.5,274.15,-13.770706275085185,5.819806584872856,14.95,0,19S7-21-47 12:00:00+00,25.905900000000003,19S72147
-53.5,274.15,-13.556231898982057,5.813009263799719,14.75,0,19S7-21-47 12:00:00+00,25.9488,19S72147
-53.4,274.15,-13.54882634160841,6.151723723066416,14.88,0,19S7-21-47 12:00:00+00,26.09,19S72147
-53.1,274.15,-13.488182986507713,4.309816669242893,14.16,0,19S7-21-47 12:00:00+00,26.2437,19S72147
-52.3,274.15,-13.719407224625975,2.8386555629171757,14.01,0,19S7-21-47 12:00:00+00,26.355,19S72147
-52.1,274.15,-17.66888056956997,0.8641524276843988,17.69,0,19S7-21-47 12:00:00+00,26.5743,19S72147
-52.0,274.15,-18.107857511213904,1.5014647360408855,18.17,0,19S7-21-47 12:00:00+00,26.624599999999997,19S72147
-51.4,274.15,-19.438226176224447,2.8080176498631197,19.64,0,19S7-21-47 12:00:00+00,26.6872,19S72147
-52.3,274.15,-23.783282695946323,3.2917418192653223,24.01,0,19S7-21-47 12:00:00+00,27.0118,19S72147
-52.3,274.15,-23.82389240253047,2.550245241668143,23.96,0,19S7-21-47 12:00:00+00,27.0362,19S72147
-50.7,274.15,-24.372907073657576,2.8588460572147687,24.54,0,19S7-21-47 12:00:00+00,27.2287,19S72147
-50.4,274.15,-22.608718611359443,-0.24071300830880552,22.61,0,19S7-21-47 12:00:00+00,27.3,19S72147
-49.7,274.15,-20.090108683212893,-1.9026121771643123,20.18,0,19S7-21-47 12:00:00+00,27.3923,19S72147
-49.6,274.15,-20.828122125695646,-3.1834303380327715,21.07,0,19S7-21-47 12:00:00+00,27.556400000000004,19S72147
-49.4,274.15,-20.300495409202192,-2.853048569681342,20.5,0,19S7-21-47 12:00:00+00,27.595200000000002,19S72147
-49.3,274.15,-20.1304679646014,-2.6180640798415786,20.3,0,19S7-21-47 12:00:00+00,27.6143,19S72147
-49.4,274.15,-22.19675711980127,-1.6767746910517782,22.26,0,19S7-21-47 12:00:00+00,27.704400000000003,19S72147
-49.4,274.15,-21.226618285111712,-1.3577835535022134,21.27,0,19S7-21-47 12:00:00+00,27.8217,19S72147
-49.5,274.15,-21.05055534514893,-1.8305790506890731,21.13,0,19S7-21-47 12:00:00+00,27.841,19S72147
-49.6,274.15,-20.881603476281175,-1.5627655804253113,20.94,0,19S7-21-47 12:00:00+00,27.860200000000003,19S72147
-49.7,274.15,-20.69042324707775,-2.0323596770219177,20.79,0,19S7-21-47 12:00:00+00,27.9052,19S72147
-49.8,274.15,-20.727604572991947,-3.1125566124463213,20.96,0,19S7-21-47 12:00:00+00,27.9376,19S72147
-49.8,274.15,-20.577447840572933,-2.9652555317375877,20.79,0,19S7-21-47 12:00:00+00,27.9635,19S72147
-49.7,274.15,-20.7526903420623,-3.584612052436647,21.06,0,19S7-21-47 12:00:00+00,27.976599999999998,19S72147
-49.5,274.15,-21.045457113693658,-4.197658260945156,21.46,0,19S7-21-47 12:00:00+00,28.048099999999998,19S72147
-49.4,274.15,-20.933323180063237,-4.725206941397092,21.46,0,19S7-21-47 12:00:00+00,28.0669,19S72147
-49.1,274.15,-21.89066661826414,-4.8891323369301425,22.43,0,19S7-21-47 12:00:00+00,28.153900000000004,19S72147
-48.9,274.15,-22.598746050868375,-4.737591891284119,23.09,0,19S7-21-47 12:00:00+00,28.1791,19S72147
-48.7,274.15,-23.09625424078525,-3.695286192571473,23.39,0,19S7-21-47 12:00:00+00,28.257900000000003,19S72147
-48.7,274.15,-23.76657364345597,-2.791930738787045,23.93,0,19S7-21-47 12:00:00+00,28.353900000000003,19S72147
-48.7,274.15,-23.87001685655648,-2.5888984660874037,24.01,0,19S7-21-47 12:00:00+00,28.374900000000004,19S72147
-49.0,274.15,-23.571892675002665,-2.4608688949547344,23.7,0,19S7-21-47 12:00:00+00,28.5341,19S72147
-49.3,274.15,-22.208317195888423,-3.967902131707205,22.56,0,19S7-21-47 12:00:00+00,28.7858,19S72147
-49.2,274.15,-23.658234246166295,0.28905423976194955,23.66,0,19S7-21-47 12:00:00+00,28.983400000000003,19S72147
-49.0,274.15,-23.85531328278166,0.8372145366278589,23.87,0,19S7-21-47 12:00:00+00,29.026,19S72147
-48.5,274.15,-22.529938613552982,2.1257389467040126,22.63,0,19S7-21-47 12:00:00+00,29.1217,19S72147
-48.2,274.15,-22.94293961777913,2.601849668013294,23.09,0,19S7-21-47 12:00:00+00,29.1801,19S72147
-48.3,274.15,-22.969017269630964,-0.2124750982928299,22.97,0,19S7-21-47 12:00:00+00,29.415,19S72147
-48.7,274.15,-23.63793794945858,-0.7552413505270626,23.65,0,19S7-21-47 12:00:00+00,29.5461,19S72147
-48.7,274.15,-25.358765308325008,-2.031408879889022,25.44,0,19S7-21-47 12:00:00+00,29.6936,19S72147
-48.5,274.15,-26.392563200169004,-0.6265841723861786,26.4,0,19S7-21-47 12:00:00+00,29.7501,19S72147
