time,v150,v200,fried,eps,year,month,hour
2017-11-04 12:00:00+00,14.07052391853556,22.26100767865096,0.10105399738993616,0.9756471302491166,2017,11,12
2017-11-05 12:00:00+00,15.164287525527126,19.56746919500927,0.10418112264752072,0.9463618748596703,2017,11,12
2017-11-06 12:00:00+00,12.495089398225986,21.91831735198674,0.07965269556301022,1.2377866418305923,2017,11,12
2017-11-07 12:00:00+00,17.39803828373149,24.2453461585588,0.09642804354259661,1.0224519645069845,2017,11,12
2017-11-09 12:00:00+00,9.830733781081406,8.241988402390158,0.09082790806160733,1.0854928254740672,2017,11,12
2017-11-16 12:00:00+00,9.548989950252231,9.468845776696904,0.09536653177853904,1.0338327368625142,2017,11,12
2017-11-17 12:00:00+00,10.676378807246685,5.724440362695912,0.08028493725446753,1.2280391057814104,2017,11,12
2017-11-18 12:00:00+00,6.205540207163568,8.452155492505769,0.1103016360502057,0.8938493215895421,2017,11,12
2017-11-20 12:00:00+00,7.72563201681103,9.704933771735508,0.10978524198837587,0.8980536980018867,2017,11,12
2017-11-22 12:00:00+00,5.255581104012056,5.080401644077405,0.11018280205871236,0.8948133530054568,2017,11,12
2017-11-25 12:00:00+00,10.94427663648623,11.734126959353235,0.10164880890623872,0.9699380013850982,2017,11,12
2017-11-26 12:00:00+00,14.306523809360689,12.377829635279447,0.10302675324254021,0.9569654429620853,2017,11,12
2017-11-27 12:00:00+00,15.530298756153321,11.783247435270887,0.09765816960225926,1.0095729108505846,2017,11,12
2017-11-30 12:00:00+00,1.172999260826978,2.709481209325774,0.10681617343469754,0.9230160506916884,2017,11,12
2017-12-01 12:00:00+00,8.571905858116937,5.807801886626099,0.10983838353381033,0.8976192054332642,2017,12,12
2017-12-03 12:00:00+00,13.968575471979234,13.841886322706332,0.09910652986298842,0.9948188347427223,2017,12,12
2017-12-05 12:00:00+00,9.12794938554119,11.75283483896623,0.10144708936464593,0.971866646654649,2017,12,12
2017-12-08 12:00:00+00,7.686744103174086,5.777859620352846,0.08550864552766836,1.1530184105394445,2017,12,12
2017-12-11 12:00:00+00,5.539432418255565,5.53151374639528,0.09945416493734997,0.9913415151170444,2017,12,12
2017-12-13 12:00:00+00,4.967141934746562,7.259636668479489,0.10201561494994205,0.966450504680793,2017,12,12
2017-12-14 12:00:00+00,3.7392474485561564,8.257830226167671,0.09369258287875157,1.0523036031708415,2017,12,12
2017-12-15 12:00:00+00,10.990411955485698,4.988479491823251,0.05143579616521239,1.916817662100746,2017,12,12
2017-12-16 12:00:00+00,14.266327954573873,7.264893334769734,0.09597658756970844,1.027261387909673,2017,12,12
2017-12-24 12:00:00+00,11.617094244850644,7.706223713969889,0.10907354286117715,0.9039134511214768,2017,12,12
2017-12-28 12:00:00+00,24.07776925731685,18.363972978711285,0.08097119670962098,1.217631041162297,2017,12,12
2017-12-30 12:00:00+00,12.50088623348712,4.1816146838808965,0.06661821598961863,1.4799712224214634,2017,12,12
2017-12-31 12:00:00+00,13.541620484231139,6.324287114785346,0.11062674254946742,0.8912225044464859,2017,12,12
2018-01-01 12:00:00+00,14.248337436564238,8.400863832080237,0.116100880557195,0.849201505453896,2018,1,12
2018-01-02 12:00:00+00,14.512143228851077,5.107047320661357,0.0994401759817903,0.9914809741662921,2018,1,12
2018-01-03 12:00:00+00,14.248587504032749,8.399413016558093,0.11697357376623196,0.8428659515073726,2018,1,12
2018-01-04 12:00:00+00,12.324121891389147,13.388905536146625,0.11075578388762067,0.8901841429223349,2018,1,12
2018-01-05 12:00:00+00,9.200746482365368,3.1922629053299834,0.10847553866024912,0.90889654728972,2018,1,12
2018-01-08 12:00:00+00,19.535836146207966,5.378065739167943,0.11371063566416231,0.8670520745735844,2018,1,12
2018-01-09 12:00:00+00,17.67679474921317,11.918080346400831,0.10906472606058897,0.9039865235522743,2018,1,12
2018-01-10 12:00:00+00,13.58693787520523,10.603682889561869,0.09209432489097202,1.0705658863389746,2018,1,12
2018-01-11 12:00:00+00,14.14228469628899,7.140058957560983,0.10370036122020383,0.9507492683109785,2018,1,12
2018-01-13 12:00:00+00,19.53228881978356,7.576447650171245,0.09830905040466884,1.0028887691199857,2018,1,12
2018-01-14 12:00:00+00,23.871494061783775,24.908534247572504,0.09721399685671174,1.014185670187122,2018,1,12
2018-01-15 12:00:00+00,21.472287232033825,22.16119419691176,0.0991013744988956,0.994870586328666,2018,1,12
2018-01-16 12:00:00+00,11.751681447213116,8.172348205450335,0.09675771176143447,1.018968315381245,2018,1,12
